10630,48
10631,48
11088,48
10060,49
10223,49
10362,49
10635,49
10636,49
10836,49
10080,50
10125,50
10226,50
10365,50
10537,50
10640,50
10839,50
10915,50
10916,50
10917,50
10229,51
10368,51
10369,51
10538,51
10645,51
10646,51
10232,52
10372,52
10498,52
10539,52
10650,52
10651,52
10843,52
11095,52
10082,53
10235,53
10375,53
10540,53
10656,53
10846,53
10083,54
10128,54
10238,54
10378,54
10541,54
10661,54
10848,54
10923,54
10924,54
10925,54
10241,55
10381,55
10382,55
10470,55
10542,55
10665,55
10666,55
10932,55
10933,55
10934,55
10112,56
10187,56
10244,56
10385,56
10671,56
10672,56
11097,56
11099,56
10247,57
10388,57
10471,57
10543,57
10675,57
10676,57
10855,57
10942,57
10943,57
10944,57
10087,58
10250,58
10391,58
10392,58
10395,58
10396,58
10485,58
10544,58
10681,58
11015,58
11016,58
11017,58
10088,59
10253,59
10399,59
10545,59
10686,59
10861,59
10061,60
10153,60
10256,60
10402,60
10690,60
10691,60
10863,60
11024,60
11025,60
11026,60
10091,61
10155,61
10259,61
10405,61
10488,61
10546,61
10695,61
10866,61
11033,61
11034,61
10092,62
10262,62
10408,62
10409,62
10547,62
10700,62
10951,62
10952,62
10953,62
10954,62
10093,63
10265,63
10412,63
10548,63
10705,63
10870,63
10268,64
10415,64
10549,64
10710,64
10711,64
10872,64
10188,65
10271,65
10418,65
10419,65
10489,65
10716,65
10717,65
11041,65
11042,65
11043,65
10159,66
10274,66
10422,66
10423,66
10490,66
10550,66
10721,66
10722,66
11051,66
11052,66
10277,67
10426,67
10551,67
10726,67
10727,67
10877,67
10280,68
10429,68
10552,68
10731,68
10732,68
10880,68
10062,69
10283,69
10432,69
10737,69
10738,69
10883,69
10286,70
10435,70
10436,70
10553,70
10742,70
10743,70
10160,71
10161,71
10289,71
10439,71
10554,71
10748,71
10749,71
10887,71
11060,71
11061,71
10189,72
10292,72
10442,72
10753,72
10754,72
10889,72
10099,73
10163,73
10295,73
10445,73
10446,73
10555,73
10759,73
11067,73
11068,73
11069,73
10134,74
10298,74
10449,74
10473,74
10556,74
10764,74
10765,74
10893,74
10961,74
10962,74
11101,74
11103,74
10100,75
10103,75
10165,75
10301,75
10314,75
10315,75
10452,75
10453,75
10557,75
10770,75
10795,75
10796,75
10797,75
10798,75
10799,75
11075,75
11076,75
11077,75
10122,76
10168,76
10169,76
10304,76
10456,76
10502,76
10558,76
10775,76
10776,76
11083,76
11084,76
11105,76
10063,77
10175,77
10307,77
10459,77
10780,77
10781,77
10900,77
11110,77
10137,78
10310,78
10462,78
10463,78
10559,78
10786,78
10787,78
10968,78
10969,78
10970,78
10070,79
10197,79
10319,79
10477,79
10560,79
10592,79
10808,79
10978,79
10979,79
10980,79
10064,80
10200,80
10323,80
10597,80
10598,80
10810,80
10072,81
10203,81
10326,81
10561,81
10602,81
10813,81
10073,82
10143,82
10190,82
10206,82
10329,82
10479,82
10607,82
10816,82
10986,82
10987,82
10146,83
10209,83
10333,83
10336,83
10562,83
10611,83
10612,83
10817,83
10820,83
10993,83
10994,83
10995,83
10106,84
10107,84
10212,84
10339,84
10343,84
10563,84
10616,84
10617,84
10215,85
10346,85
10349,85
10482,85
10564,85
10621,85
10622,85
10826,85
10829,85
11002,85
11003,85
11004,85
10065,86
10150,86
10218,86
10353,86
10356,86
10484,86
10626,86
10627,86
10830,86
10833,86
10908,86
10909,86
10910,86
10911,86
11010,86
11011,86
10221,87
10360,87
10565,87
10632,87
10633,87
10835,87
11089,87
11091,87
10224,88
10363,88
10566,88
10637,88
10638,88
10837,88
10110,89
10126,89
10227,89
10366,89
10468,89
10567,89
10641,89
10642,89
10918,89
10919,89
10230,90
10370,90
10568,90
10647,90
10648,90
10841,90
10066,91
10172,91
10233,91
10373,91
10652,91
10653,91
10844,91
11093,91
10111,92
10236,92
10376,92
10569,92
10657,92
10658,92
10239,93
10379,93
10469,93
10570,93
10662,93
10663,93
10849,93
10926,93
10927,93
10928,93
10130,94
10191,94
10242,94
10383,94
10667,94
10668,94
10851,94
10935,94
10936,94
10937,94
10085,95
10173,95
10245,95
10386,95
10499,95
10571,95
10673,95
10853,95
10131,96
10248,96
10389,96
10572,96
10677,96
10678,96
10856,96
10945,96
10946,96
10947,96
10152,97
10251,97
10393,97
10397,97
10573,97
10682,97
10683,97
10857,97
10859,97
11018,97
11019,97
11020,97
10114,98
10254,98
10400,98
10574,98
10687,98
10688,98
10067,99
10154,99
10257,99
10403,99
10692,99
10693,99
10864,99
11027,99
11028,99
11029,99
10260,100
10406,100
10575,100
10696,100
10697,100
10867,100
11035,100
11036,100
11037,100
11038,100
10263,101
10410,101
10472,101
10576,101
10701,101
10702,101
10868,101
10955,101
10956,101
10957,101
10266,102
10413,102
10577,102
10706,102
10707,102
10871,102
10269,103
10416,103
10578,103
10712,103
10713,103
10873,103
10094,104
10158,104
10192,104
10272,104
10420,104
10718,104
10874,104
11044,104
11045,104
11046,104
10095,105
10275,105
10424,105
10579,105
10723,105
10876,105
11053,105
11054,105
11055,105
11056,105
10278,106
10427,106
10580,106
10728,106
10729,106
10878,106
10281,107
10430,107
10581,107
10733,107
10734,107
10881,107
10068,108
10097,108
10284,108
10433,108
10739,108
10884,108
10119,109
10287,109
10437,109
10582,109
10744,109
10745,109
10120,110
10162,110
10290,110
10440,110
10492,110
10583,110
10750,110
10751,110
11062,110
11063,110
10293,111
10443,111
10584,111
10755,111
10756,111
10890,111
10121,112
10164,112
10193,112
10296,112
10447,112
10494,112
10760,112
10761,112
11070,112
11071,112
10135,113
10299,113
10450,113
10500,113
10501,113
10585,113
10766,113
10767,113
10894,113
10963,113
10964,113
10965,113
10104,114
10166,114
10194,114
10302,114
10316,114
10454,114
10771,114
10772,114
10800,114
10801,114
10802,114
10803,114
10804,114
10805,114
10896,114
11078,114
11079,114
11080,114
10101,115
10174,115
10305,115
10457,115
10497,115
10586,115
10777,115
10898,115
11085,115
11086,115
11087,115
11107,115
10176,116
10308,116
10460,116
10587,116
10782,116
10783,116
10901,116
11109,116
10069,117
10102,117
10138,117
10311,117
10464,117
10475,117
10788,117
10902,117
10971,117
10972,117
